,A,B,Du,Dv
0,1.0,1.0,1,7.0
1,1.0,1.0,1,11.0
2,1.0,1.0689655172413792,1,7.0
3,1.0,1.0689655172413792,1,11.0
4,1.0,1.1379310344827587,1,7.0
5,1.0,1.1379310344827587,1,11.0
6,1.0,1.206896551724138,1,7.0
7,1.0,1.206896551724138,1,11.0
8,1.0,1.2758620689655173,1,7.0
9,1.0,1.2758620689655173,1,11.0
10,1.0,1.3448275862068966,1,7.0
11,1.0,1.3448275862068966,1,11.0
12,1.0,1.4137931034482758,1,7.0
13,1.0,1.4137931034482758,1,11.0
14,1.0,1.4827586206896552,1,7.0
15,1.0,1.4827586206896552,1,11.0
16,1.0,1.5517241379310345,1,7.0
17,1.0,1.5517241379310345,1,11.0
18,1.0,1.6206896551724137,1,7.0
19,1.0,1.6206896551724137,1,11.0
20,1.0,1.6896551724137931,1,7.0
21,1.0,1.6896551724137931,1,11.0
22,1.0,1.7586206896551724,1,7.0
23,1.0,1.7586206896551724,1,11.0
24,1.0,1.8275862068965516,1,7.0
25,1.0,1.8275862068965516,1,11.0
26,1.0,1.896551724137931,1,7.0
27,1.0,1.896551724137931,1,11.0
28,1.0,1.9655172413793103,1,7.0
29,1.0,1.9655172413793103,1,11.0
30,1.0,2.0344827586206895,1,7.0
31,1.0,2.0344827586206895,1,11.0
32,1.0,2.103448275862069,1,7.0
33,1.0,2.103448275862069,1,11.0
34,1.0,2.1724137931034484,1,7.0
35,1.0,2.1724137931034484,1,11.0
36,1.0,2.2413793103448274,1,7.0
37,1.0,2.2413793103448274,1,11.0
38,1.0,2.310344827586207,1,7.0
39,1.0,2.310344827586207,1,11.0
40,1.0,2.3793103448275863,1,7.0
41,1.0,2.3793103448275863,1,11.0
42,1.0,2.4482758620689653,1,7.0
43,1.0,2.4482758620689653,1,11.0
44,1.0,2.5172413793103448,1,7.0
45,1.0,2.5172413793103448,1,11.0
46,1.0,2.586206896551724,1,7.0
47,1.0,2.586206896551724,1,11.0
48,1.0,2.655172413793103,1,7.0
49,1.0,2.655172413793103,1,11.0
50,1.0,2.7241379310344827,1,7.0
51,1.0,2.7241379310344827,1,11.0
52,1.0,2.793103448275862,1,7.0
53,1.0,2.793103448275862,1,11.0
54,1.0,2.862068965517241,1,7.0
55,1.0,2.862068965517241,1,11.0
56,1.0,2.9310344827586206,1,7.0
57,1.0,2.9310344827586206,1,11.0
58,1.0,3.0,1,7.0
59,1.0,3.0,1,11.0
60,1.236842105263158,1.236842105263158,1,7.0
61,1.236842105263158,1.236842105263158,1,11.0
62,1.236842105263158,1.322141560798548,1,7.0
63,1.236842105263158,1.322141560798548,1,11.0
64,1.236842105263158,1.4074410163339384,1,7.0
65,1.236842105263158,1.4074410163339384,1,11.0
66,1.236842105263158,1.4927404718693285,1,7.0
67,1.236842105263158,1.4927404718693285,1,11.0
68,1.236842105263158,1.578039927404719,1,7.0
69,1.236842105263158,1.578039927404719,1,11.0
70,1.236842105263158,1.663339382940109,1,7.0
71,1.236842105263158,1.663339382940109,1,11.0
72,1.236842105263158,1.7486388384754992,1,7.0
73,1.236842105263158,1.7486388384754992,1,11.0
74,1.236842105263158,1.8339382940108895,1,7.0
75,1.236842105263158,1.8339382940108895,1,11.0
76,1.236842105263158,1.9192377495462796,1,7.0
77,1.236842105263158,1.9192377495462796,1,11.0
78,1.236842105263158,2.00453720508167,1,7.0
79,1.236842105263158,2.00453720508167,1,11.0
80,1.236842105263158,2.08983666061706,1,7.0
81,1.236842105263158,2.08983666061706,1,11.0
82,1.236842105263158,2.17513611615245,1,7.0
83,1.236842105263158,2.17513611615245,1,11.0
84,1.236842105263158,2.2604355716878404,1,7.0
85,1.236842105263158,2.2604355716878404,1,11.0
86,1.236842105263158,2.3457350272232307,1,7.0
87,1.236842105263158,2.3457350272232307,1,11.0
88,1.236842105263158,2.4310344827586206,1,7.0
89,1.236842105263158,2.4310344827586206,1,11.0
90,1.236842105263158,2.516333938294011,1,7.0
91,1.236842105263158,2.516333938294011,1,11.0
92,1.236842105263158,2.601633393829401,1,7.0
93,1.236842105263158,2.601633393829401,1,11.0
94,1.236842105263158,2.6869328493647915,1,7.0
95,1.236842105263158,2.6869328493647915,1,11.0
96,1.236842105263158,2.7722323049001814,1,7.0
97,1.236842105263158,2.7722323049001814,1,11.0
98,1.236842105263158,2.8575317604355717,1,7.0
99,1.236842105263158,2.8575317604355717,1,11.0
100,1.236842105263158,2.942831215970962,1,7.0
101,1.236842105263158,2.942831215970962,1,11.0
102,1.236842105263158,3.028130671506352,1,7.0
