,A,B,Du,Dv
0,0.03,0.003,0.1,0.020000000000000004
1,0.03,0.003,0.1,0.1
2,0.03,0.006,0.1,0.020000000000000004
3,0.03,0.006,0.1,0.1
4,0.03,0.009000000000000001,0.1,0.020000000000000004
5,0.03,0.009000000000000001,0.1,0.1
6,0.03,0.012,0.1,0.020000000000000004
7,0.03,0.012,0.1,0.1
8,0.03,0.015,0.1,0.020000000000000004
9,0.03,0.015,0.1,0.1
10,0.03,0.018,0.1,0.020000000000000004
11,0.03,0.018,0.1,0.1
12,0.03,0.021,0.1,0.020000000000000004
13,0.03,0.021,0.1,0.1
14,0.03,0.024,0.1,0.020000000000000004
15,0.03,0.024,0.1,0.1
16,0.03,0.027,0.1,0.020000000000000004
17,0.03,0.027,0.1,0.1
18,0.03,0.03,0.1,0.020000000000000004
19,0.03,0.03,0.1,0.1
20,0.03333333333333333,0.0033333333333333335,0.1,0.020000000000000004
21,0.03333333333333333,0.0033333333333333335,0.1,0.1
22,0.03333333333333333,0.006666666666666667,0.1,0.020000000000000004
23,0.03333333333333333,0.006666666666666667,0.1,0.1
24,0.03333333333333333,0.010000000000000002,0.1,0.020000000000000004
25,0.03333333333333333,0.010000000000000002,0.1,0.1
26,0.03333333333333333,0.013333333333333334,0.1,0.020000000000000004
27,0.03333333333333333,0.013333333333333334,0.1,0.1
28,0.03333333333333333,0.016666666666666666,0.1,0.020000000000000004
29,0.03333333333333333,0.016666666666666666,0.1,0.1
30,0.03333333333333333,0.02,0.1,0.020000000000000004
31,0.03333333333333333,0.02,0.1,0.1
32,0.03333333333333333,0.023333333333333334,0.1,0.020000000000000004
33,0.03333333333333333,0.023333333333333334,0.1,0.1
34,0.03333333333333333,0.02666666666666667,0.1,0.020000000000000004
35,0.03333333333333333,0.02666666666666667,0.1,0.1
36,0.03333333333333333,0.03,0.1,0.020000000000000004
37,0.03333333333333333,0.03,0.1,0.1
38,0.03333333333333333,0.03333333333333333,0.1,0.020000000000000004
39,0.03333333333333333,0.03333333333333333,0.1,0.1
40,0.03666666666666667,0.003666666666666667,0.1,0.020000000000000004
41,0.03666666666666667,0.003666666666666667,0.1,0.1
42,0.03666666666666667,0.007333333333333334,0.1,0.020000000000000004
