A,B,Du,Dv,B_A
0.9058491605751557,1.6842709989628946,0.8826477158337838,7.69091450916593,1.85932832116717
0.9058491605751557,1.5818531063437775,0.8826477158337838,7.69091450916593,1.74626546580824
0.9058491605751557,1.9121912587019159,0.8826477158337838,7.69091450916593,2.1109378270967296
0.9058491605751557,1.7462027871120136,0.8826477158337838,7.69091450916593,1.927697085906982
0.9058491605751557,1.779740966060098,0.8826477158337838,7.69091450916593,1.9647211075738895
0.9058491605751557,1.8143493073432737,0.8826477158337838,7.69091450916593,2.0029265205603095
0.9058491605751557,1.7727487427513249,0.8826477158337838,7.69091450916593,1.9570021366755408
0.9058491605751557,1.7506304362478835,0.8826477158337838,7.69091450916593,1.932584929632596
0.9058491605751557,1.856034658334697,0.8826477158337838,7.69091450916593,2.048944503250668
0.9058491605751557,1.8323311405304925,0.8826477158337838,7.69091450916593,2.022777323508343
0.9058491605751557,1.758335465421914,0.8826477158337838,7.69091450916593,1.9410907929809027
0.9058491605751557,2.18365923144474,0.8826477158337838,7.69091450916593,2.410621245217313
0.9058491605751557,2.058545585004571,0.8826477158337838,7.69091450916593,2.2725037176140095
0.9058491605751557,2.007632687111048,0.8826477158337838,7.69091450916593,2.2162991086025086
0.9058491605751557,2.0268828571813073,0.8826477158337838,7.69091450916593,2.2375500749974395
0.9058491605751557,1.9959188917169728,0.8826477158337838,7.69091450916593,2.2033678216908577
0.9058491605751557,2.1304153004836333,0.8826477158337838,7.69091450916593,2.351843323595903
0.9058491605751557,2.3221855667982103,0.8826477158337838,7.69091450916593,2.563545530388053
0.9058491605751557,2.1670200828865815,0.8826477158337838,7.69091450916593,2.3922526809106537
0.9058491605751557,1.9722581227142677,0.8826477158337838,7.69091450916593,2.177247833913111
3.707239429825181,13.46302655881863,0.8826477158337838,7.69091450916593,3.6315503256970625
3.707239429825181,13.315370205571172,0.8826477158337838,7.69091450916593,3.5917211331017467
3.707239429825181,14.155713975552969,0.8826477158337838,7.69091450916593,3.81839755524517
3.707239429825181,14.083024259987328,0.8826477158337838,7.69091450916593,3.7987900502696768
3.707239429825181,14.097365049965669,0.8826477158337838,7.69091450916593,3.8026583706870114
3.707239429825181,14.265987214983417,0.8826477158337838,7.69091450916593,3.8481429335833712
3.707239429825181,14.479175996769378,0.8826477158337838,7.69091450916593,3.905649006719849
3.707239429825181,14.525337808828278,0.8826477158337838,7.69091450916593,3.918100808911939
3.707239429825181,14.065457180611483,0.8826477158337838,7.69091450916593,3.7940514625122974
3.707239429825181,14.561929910576621,0.8826477158337838,7.69091450916593,3.9279712536029283
3.707239429825181,14.551066919144395,0.8826477158337838,7.69091450916593,3.925041043229993
3.707239429825181,14.947605539401318,0.8826477158337838,7.69091450916593,4.032004358592557
3.707239429825181,15.384394098503657,0.8826477158337838,7.69091450916593,4.149824792737793
3.707239429825181,15.883889803290886,0.8826477158337838,7.69091450916593,4.28456000858836
3.707239429825181,14.963927632763484,0.8826477158337838,7.69091450916593,4.036407120720855
3.707239429825181,15.826415914163462,0.8826477158337838,7.69091450916593,4.269056858544951
3.707239429825181,15.214750321358608,0.8826477158337838,7.69091450916593,4.104064657640976
3.707239429825181,15.19628188740851,0.8826477158337838,7.69091450916593,4.0990829362551064
3.707239429825181,15.724394085825267,0.8826477158337838,7.69091450916593,4.2415372363923005
3.707239429825181,14.956407073300989,0.8826477158337838,7.69091450916593,4.034378506274755
